PSNR (256)_RRGB
C:\Users\luckyman\Desktop\nam=video phát.mp4
C:\Users\luckyman\Desktop\nam=video thu.mp4
AVG: 20.81463051
14.34782505
12.29349709
15.84864235
13.40720558
12.42463112
15.14470673
15.90589333
10.33763790
11.19938469
14.80791473
12.35594749
10.68504333
11.86346054
13.91673660
11.97943211
14.05350113
12.80350685
15.31987286
15.92401409
11.91312695
14.28327751
15.61289597
9.866191864
15.37254524
15.74522400
15.69393253
15.20689011
10.89074516
14.71729088
14.24740410
9.811402321
12.72547817
11.36935806
13.48127842
14.52918530
14.42470551
14.63495445
10.59770679
11.26429462
13.68594265
12.36200333
10.80093002
15.21630192
12.96977234
14.31231880
13.82133675
14.86145496
11.62820053
10.18708229
12.89364719
13.13886452
14.14568424
12.61848354
14.42374229
14.89890194
13.16380405
13.41338348
13.39689732
13.27506924
15.51424503
10.43983841
15.37203884
15.13245678
11.27799606
13.72934818
11.14167023
15.46104431
12.40146160
15.59521198
11.10203648
14.10021019
14.02897358
12.75783348
15.85205650
9.852157593
15.63862896
14.12654972
15.44012833
12.20026398
10.48476410
14.37197495
15.46915054
15.21762943
14.65427876
14.01918316
15.99988842
10.93803501
11.62995815
11.04224968
9.873440742
15.11092949
15.89863777
14.41832447
14.81880093
10.85577869
10.38288212
15.57642555
15.01845264
16.28508759
16.07083130
10.72384453
13.69417000
13.45769501
14.37465572
13.17787361
12.69038582
10.23357296
10.73591232
10.82338142
15.52525902
16.56853104
12.23483181
16.54631615
13.15503216
16.22315216
12.06260204
12.22017765
14.59840870
14.04461002
10.22511387
14.02544785
14.28284645
15.75864792
12.46182919
15.97236443
15.70176315
13.17158604
13.86155033
15.18157387
13.61087036
15.40312195
14.70680428
12.83506012
14.76358986
15.30397511
13.07598114
12.72830963
12.99808502
11.17059708
14.80941391
12.44308853
12.93452454
12.55625629
15.85686111
13.88870049
11.36848927
14.89156151
15.44030666
15.74087906
12.42413521
10.42561913
12.09159374
15.33360672
11.95972252
15.86908436
15.32128143
13.63777065
14.04483604
10.30098343
14.37254429
12.08461189
9.956254005
13.73969650
12.59802341
14.28307724
12.94885635
13.12247849
13.37540054
11.29644394
15.68482971
10.23473930
15.56002522
15.10238075
15.13430119
13.96512413
15.46872044
10.75848961
13.97172165
12.83204842
10.42658710
15.79953575
10.98492432
15.29175758
15.75240707
14.51643753
14.27506542
13.40410614
12.12939167
11.75839806
9.612920761
15.48069096
15.09236908
9.643844604
15.27662086
15.59267998
15.15623283
14.86033440
15.27727032
13.15642357
11.69038391
15.94720936
10.84228516
10.21904564
28.60095215
26.48983765
29.24551964
26.90987396
26.02912521
26.02016258
24.41258621
27.96314430
25.19230843
29.00312614
27.83142471
30.55608368
28.62607956
27.85117340
25.92353439
27.19620514
26.89984894
24.81279755
30.32519150
30.47741318
24.77262306
26.03715515
29.58704758
26.65719986
29.78976250
30.86771774
27.00078583
26.60662460
25.77205276
26.57855606
25.69989777
31.90125656
24.23461914
29.06314087
31.51654053
29.85927963
25.72392464
25.22162437
30.60200691
26.74537659
26.84238434
24.67571068
29.02315331
27.36895561
25.22601128
30.17926979
27.49942589
26.04912186
28.69789886
29.60216141
29.88540459
28.25623322
30.50852585
27.54204750
31.84157181
31.09667015
26.64817619
26.29184341
33.24737549
30.78079987
31.23316574
27.13438988
26.45702744
28.96665192
28.12665558
26.28532028
26.60269928
25.72046089
26.27083778
23.27761459
27.39445877
25.08302307
31.90007401
25.11869812
23.33847046
28.68800735
24.91812897
22.60583687
25.66058350
21.33403969
26.87888145
22.30027199
26.16606903
26.45833588
23.46355629
25.21119308
21.35597229
23.22154808
25.94192314
22.88652802
26.70548439
23.66326523
24.36722755
24.83049774
32.97542953
27.33055115
26.21877861
23.66924477
23.94930077
23.42609215
27.26640892
27.70287323
28.22720337
29.57351875
24.05988884
30.60683060
24.64160156
26.60167694
28.17148209
25.96719742
30.39527512
29.36510277
27.26107025
29.27737999
28.73387527
30.59805107
32.00399017
32.57909393
30.18211555
30.51493645
32.49034119
32.61294556
31.72771072
32.25656891
30.57773781
37.60779190
31.42337990
34.50248337
32.96972656
36.56840897
33.35001755
35.71176910
44.07052612
42.11239624
40.12108612
37.88121414
39.49436569
34.96961975
35.51971054
32.37414551
34.01862717
35.59001160
40.53614807
35.65438080
39.03549957
33.87536240
33.55443192
34.07780457
39.17622757
38.35594559
36.71251678
38.82580185
35.86516571
40.31781769
34.40683746
38.20651627
38.86304092
36.18987274
37.71890259
36.89372635
39.04559708
30.32659149
28.40691757
33.16351700
29.69182014
28.10006332
25.17437744
27.30608749
27.88194275
26.94125938
28.71536636
28.93740845
28.64419556
29.57598686
25.44803429
27.17501450
28.19706917
29.23527145
28.84944725
28.21654510
28.34846497
27.56359482
26.86988831
28.22270966
32.76116943
25.74352264
27.20271683
30.51055527
27.18322754
26.44399643
29.39836121
27.90093613
27.24555779
30.24798203
29.79568863
28.33385086
30.71336937
29.14799690
31.08999634
30.83504105
26.18137741
27.28922653
29.86174011
32.18318939
29.81078339
29.89836693
29.95115280
31.43349457
27.86922073
30.67368507
30.35092354
27.90534782
26.18599129
23.19094849
34.52517700
30.43359947
22.17363167
26.05486679
20.73947144
22.98851776
23.33552551
24.45023346
23.23517609
25.22149658
28.35638809
28.15925217
31.08683586
30.52224922
27.37714577
26.73070908
28.25627136
31.20068359
30.83327103
32.60721588
32.31891251
28.96810722
27.53011322
23.89826965
27.45294380
27.47776413
27.37354279
23.14331818
27.73693848
27.07150269
22.77716446
24.20659637
23.30264664
30.13426018
24.53890991
23.25943375
23.93061066
31.55406570
24.81863785
32.89591217
24.15521812
23.48491287
23.38686371
38.45932388
34.22095108
23.45929146
24.44641876
29.64370728
24.35416222
32.04153442
27.06716919
30.61166000
25.44231224
24.57697296
32.77863312
25.91579056
22.60721207
27.87234879
21.39016342
26.35755920
40.29946899
21.39681625
21.37485313
29.06114578
23.97426796
30.42520905
32.91452789
23.30563545
29.38363838
25.79589462
40.46901703
29.39677429
28.33936691
24.70483780
23.66127968
24.50992203
26.43619537
40.87528229
23.71623039
32.01942825
36.00560379
31.65505600
29.50665283
24.13581085
27.44847298
32.91307068
25.36929131
29.36401558
41.17456818
34.86447144
33.56995773
36.96454620
26.70339203
34.94168854
30.63438416
34.74711609
38.56354141
40.12489700
26.88548660
30.89187813
31.51891518
23.89684296
31.98638535
21.72144699
25.10553169
21.18411827
25.93439865
21.89260292
22.52593040
21.65337753
20.25488281
22.71861839
22.11715889
25.81898880
27.27922630
24.62941360
21.95448875
22.06998825
20.05095673
26.70457840
22.96415138
27.23439407
30.29596329
21.75751877
20.38269997
23.05693626
22.06554794
21.75163078
19.71800995
34.19223785
25.18707085
31.81929779
33.13561249
21.13139915
25.07102585
19.81340981
27.84942627
20.07248878
19.93655396
28.58110809
19.76238441
22.80851364
21.16022301
22.91067314
24.05301285
34.04573822
23.76655769
37.16604233
25.14881897
32.24396133
28.42953682
28.74391556
30.45624924
28.77516747
27.09053230
25.91285896
26.99376106
25.49268723
27.52516556
28.16387558
30.03749466
28.77309990
28.35338211
28.20728493
29.93638229
32.57583237
27.56174850
32.28729630
27.44337082
30.54006767
29.52958298
31.73349571
28.59487152
28.10419273
35.42271042
33.24684906
32.06321335
34.25590134
31.72601700
30.32509041
26.27312469
27.76884842
34.70407867
27.47529793
30.59279251
31.23385429
29.23149300
30.44567299
29.49245644
31.65245438
37.62777328
35.64736557
31.94139481
34.70900726
32.08270645
32.26134872
37.05550766
33.51720047
30.84313965
33.64777756
31.95121384
28.64145088
35.13745880
30.68321037
28.11196899
30.48110771
33.57067871
41.33709717
29.80778885
41.34594345
32.72439957
30.48356247
32.05780411
39.06807327
39.75971985
34.82080841
30.32425880
34.07327271
32.46417618
36.48071289
